,wine_index,white_wine,white_wineries,white_regions,white_countries,white_avg_wine_ratings,white_avg_price,vintage_year
2080,2080,Puligny-Montrachet 1er Cru Clos De La Mouchere 2006,Domaine Henri Boillot,Meursault,France,4.0,150.0,2006.0
2081,2081,Nykteri 2012,Hatzidakis,Santorini,Greece,4.2,32.59,2012.0
2082,2082,Sauvignon Blanc 2014,Lieu Dit,Central Coast,United States,3.8,22.98,2014.0
2083,2083,Terres Blanches Sancerre 2012,Thomas & Fils,Upper Loire,France,3.7,34.48,2012.0
2084,2084,Orvieto Classico Bianco 2015,Ruffino,Toscana,Italy,3.4,9.98,2015.0
2085,2085,Pinot Gris Alsace R\xe9serve 2005,Trimbach,Alsace,France,4.1,44.99,2005.0
2086,2086,Chardonnay,Tom Gore Vineyards,California,United States,3.6,12.98,
2087,2087,Collio Friulano 2014,Branko,Friuli-Venezia Giulia,Italy,3.5,25.28,2014.0
2088,2088,R de Rieussec 2011,Ch\xe2teau Rieussec,Sauternes,France,3.5,24.96,2011.0
2089,2089,Insolia 2014,Principi di Butera,Terre Siciliane,Italy,3.7,13.98,2014.0
2090,2090,Casa Grand Selection Sauvignon Blanc,Lapostolle,Valle Central,Chile,3.4,10.98,
2091,2091,La Soufrandiere Le Clos de Grand Pere Macon-Vinzelles,Bret Brothers,M\xe2connais,France,3.7,33.59,
2092,2092,Chardonnay Unoaked,Simply Naked,Central Coast,United States,3.4,7.08,
2093,2093,Family Wines Chardonnay,Fontanella,Napa Valley,United States,4.3,33.29,
2094,2094,P.G.R 2015,Yealands,South Island,New Zealand,3.8,36.0,2015.0
2095,2095,"[u""Trebbiano d'Abruzzo 2013""]",Codice Citra,Abruzzo,Italy,3.2,9.98,2013.0
2096,2096,Toscana Batar 2011,Agricola Querciabella,Chianti Classico,Italy,4.4,78.5,2011.0
2097,2097,Clos Mireille C\xf4tes de Provence Blanc de Blancs,Domaines Ott,Provence,France,3.7,41.43,
2098,2098,"[u""Vigneti Sant'Helena Friulano""]",Fantinel,Friuli-Venezia Giulia,Italy,3.6,22.89,
2099,2099,The Y Series Pinot Grigio 2015,Yalumba,South Australia,Australia,3.1,11.28,2015.0
2100,2100,Bucaco Branco Reservado 2007,Alexandre de Almeida,Beiras,Portugal,4.5,37.26,2007.0
2101,2101,Sonoma County Chardonnay,Simi,Sonoma County,United States,3.6,14.98,
2102,2102,Dry Creek Valley Sauvignon Blanc,Sbragia,California,United States,3.9,20.48,
2103,2103,Grillo Terre Siciliane Shamaris,Cusumano,Terre Siciliane,Italy,3.6,276.48,
2104,2104,Sauvignon Blanc Lot 4 2013,Leyda,Valle de Leyda,Chile,3.9,33.68,2013.0
2105,2105,Nimbus Estate Sauvignon Blanc 2015,Casablanca,Valle de Casablanca,Chile,3.6,10.98,2015.0
2106,2106,Pinot Gris,Willow Crest,Columbia Valley,United States,4.0,13.29,
